,Breed,Breed2,MixedBreed,isCat,Color,ColorPattern,Color2,ColorPattern2,AgeuponOutcome,OutcomeType,SexuponOutcome,Name
1399,dachshund,,True,0,Chocolate,,White,,1460.0,Transfer,Spayed Female,True
1400,treeing walker coonhound,,True,0,Tricolor,,,,60.0,Transfer,Unknown,False
1401,domestic shorthair,,True,1,Orange,Tabby,,,90.0,Adoption,Neutered Male,True
1402,domestic medium hair,,True,1,Black,,,,30.0,Transfer,Intact Male,False
1403,chow chow,,True,0,Tan,,,,365.0,Return_to_owner,Spayed Female,True
1404,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Return_to_owner,Neutered Male,True
1405,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Intact Male,False
1406,domestic shorthair,,True,1,Black,,,,2555.0,Transfer,Neutered Male,True
1407,basenji,chihuahua longhair,False,0,Red,,White,,120.0,Transfer,Neutered Male,True
1408,domestic shorthair,,True,1,Black,,White,,1825.0,Adoption,Neutered Male,True
1409,border collie,,True,0,Tricolor,,,,365.0,Adoption,Neutered Male,True
1410,miniature poodle,dachshund,False,0,Black,,White,,60.0,Transfer,Intact Female,True
1411,labrador retriever,,True,0,Tricolor,,,,60.0,Adoption,Neutered Male,True
1412,domestic shorthair,,True,1,Brown,Tabby,,,14.0,Transfer,Unknown,False
1413,chow chow,,True,0,Red,,,,4380.0,Euthanasia,Intact Female,False
1414,australian shepherd,,True,0,Black,,Brown,,180.0,Adoption,Spayed Female,True
1415,staffordshire,,True,0,Red,,White,,3650.0,Euthanasia,Intact Female,True
1416,chihuahua shorthair,,True,0,Tan,,White,,365.0,Transfer,Neutered Male,True
1417,chihuahua shorthair,,True,0,White,,,,365.0,Adoption,Neutered Male,True
1418,cardigan welsh corgi,,True,0,White,,Brown,Brindle,30.0,Adoption,Neutered Male,True
1419,labrador retriever,,True,0,Black,,,,730.0,Transfer,Intact Female,True
1420,bruss griffon,,True,0,Tan,,Black,,730.0,Transfer,Neutered Male,True
1421,collie rough,,True,0,White,,Black,,300.0,Adoption,Neutered Male,True
1422,chihuahua shorthair,,True,0,Black,,White,,730.0,Adoption,Neutered Male,True
1423,american staffordshire terrier,,True,0,White,,Brown,,1825.0,Euthanasia,Intact Male,True
1424,siamese,,True,1,Flame,Point,,,90.0,Adoption,Spayed Female,True
1425,domestic shorthair,,True,1,Brown,Tabby,,,35.0,Euthanasia,Intact Female,True
1426,pembroke welsh corgi,,True,0,Brown,,White,,1460.0,Return_to_owner,Spayed Female,True
1427,domestic shorthair,,True,1,Black,,White,,60.0,Transfer,Intact Male,True
1428,domestic medium hair,,True,1,Brown,Tabby,White,,60.0,Adoption,Neutered Male,True
1429,dachshund,rat terrier,False,0,White,,Black,,180.0,Adoption,Neutered Male,True
1430,domestic shorthair,,True,1,Orange,Tabby,White,,300.0,Adoption,Neutered Male,True
1431,domestic shorthair,,True,1,Blue,Tabby,,,730.0,Transfer,Neutered Male,False
1432,domestic shorthair,,True,1,Black,,,,90.0,Adoption,Neutered Male,True
1433,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Unknown,False
1434,cocker spaniel,miniature poodle,False,0,Cream,,,,730.0,Return_to_owner,Spayed Female,True
1435,pit bull,,True,0,Brown,,White,,730.0,Adoption,Spayed Female,True
1436,boxer,,True,0,Brown,,,,365.0,Return_to_owner,Neutered Male,True
1437,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Transfer,Neutered Male,True
1438,basset hound,english cocker spaniel,False,0,Black,,,,730.0,Return_to_owner,Neutered Male,True
1439,domestic shorthair,,True,1,Blue,,White,,14.0,Transfer,Intact Male,False
1440,domestic shorthair,,True,1,Black,,White,,2555.0,Adoption,Neutered Male,True
1441,rottweiler,,True,0,Black,,Brown,,730.0,Return_to_owner,Spayed Female,True
1442,domestic shorthair,,True,1,Blue,Tabby,White,,730.0,Adoption,Neutered Male,True
1443,pit bull,,True,0,White,,Brown,,1825.0,Adoption,Neutered Male,True
1444,australian shepherd,,True,0,Black,,Gray,,4380.0,Euthanasia,Neutered Male,False
1445,domestic shorthair,,True,1,Blue,,White,,60.0,Adoption,Spayed Female,True
1446,australian cattle dog,,True,0,Tan,,Gray,,1460.0,Adoption,Neutered Male,True
1447,labrador retriever,siberian husky,False,0,Brown,,,,2190.0,Adoption,Neutered Male,True
1448,boxer,,True,0,Red,,,,60.0,Adoption,Neutered Male,True
1449,labrador retriever,,True,0,Black,,,,730.0,Return_to_owner,Neutered Male,True
1450,domestic shorthair,,True,1,Blue,Tabby,,,30.0,Transfer,Intact Female,True
1451,chihuahua shorthair,dachshund,False,0,Black,,Tan,,365.0,Adoption,Spayed Female,True
1452,domestic shorthair,,True,1,Black,,,,7.0,Transfer,Intact Male,False
1453,labrador retriever,,True,0,Red,,,,150.0,Transfer,Spayed Female,True
1454,domestic shorthair,,True,1,Tortie,,,,30.0,Transfer,Intact Female,True
1455,domestic longhair,,True,1,Black,,White,,730.0,Transfer,Intact Female,False
1456,domestic shorthair,,True,1,Brown,Tabby,White,,3.0,Transfer,Intact Male,False
1457,australian cattle dog,,True,0,Red,,White,,90.0,Transfer,Neutered Male,False
1458,chihuahua shorthair,,True,0,Tan,,White,,120.0,Adoption,Spayed Female,True
1459,domestic shorthair,,True,1,Calico,,,,2190.0,Adoption,Spayed Female,True
1460,manchester terrier,norfolk terrier,False,0,Tricolor,,,,730.0,Return_to_owner,Neutered Male,True
1461,flat coat retriever,,True,0,Black,,White,,730.0,Transfer,Spayed Female,True
1462,domestic shorthair,,True,1,Black,,,,120.0,Adoption,Neutered Male,True
1463,jack russell terrier,,True,0,Chocolate,,White,,30.0,Adoption,Spayed Female,True
1464,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Neutered Male,True
1465,domestic shorthair,,True,1,Brown,Tabby,,,90.0,Return_to_owner,Spayed Female,True
1466,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Adoption,Neutered Male,True
1467,domestic shorthair,,True,1,Black,,,,90.0,Adoption,Neutered Male,True
1468,flat coat retriever,golden retriever,False,0,Chocolate,,Gold,,730.0,Adoption,Spayed Female,True
1469,bichon frise,miniature poodle,False,0,White,,,,1460.0,Return_to_owner,Spayed Female,True
1470,black mouth cur,,True,0,Brown,,,,270.0,Transfer,Spayed Female,True
1471,domestic shorthair,,True,1,Brown,Tabby,White,,21.0,Transfer,Unknown,False
1472,pit bull,,True,0,White,,Tan,,240.0,Transfer,Intact Male,False
1473,domestic shorthair,,False,1,Blue,,White,,60.0,Transfer,Intact Female,True
1474,pit bull,,True,0,Red,,White,,1095.0,Return_to_owner,Neutered Male,True
1475,pit bull,,True,0,White,,,,365.0,Adoption,Spayed Female,True
1476,beagle,basset hound,False,0,White,,Black,,365.0,Adoption,Neutered Male,True
1477,labrador retriever,,True,0,Brown,,,,150.0,Return_to_owner,Neutered Male,True
1478,domestic shorthair,,True,1,Brown,Tabby,,,730.0,Transfer,Spayed Female,True
1479,domestic shorthair,,True,1,Blue,,White,,14.0,Transfer,Unknown,False
1480,pit bull,,True,0,Brown,,,,60.0,Transfer,Intact Female,True
1481,domestic shorthair,,True,1,Blue,,,,365.0,Transfer,Unknown,False
1482,bloodhound,,True,0,Tan,,,,1460.0,Transfer,Spayed Female,True
1483,domestic medium hair,,True,1,Black,,White,,270.0,Euthanasia,Intact Male,True
1484,affenpinscher,,True,0,Black,,White,,365.0,Adoption,Neutered Male,True
1485,himalayan,,True,1,Seal,Point,,,4015.0,Return_to_owner,Neutered Male,True
1486,dachshund,,True,0,Black,,White,,365.0,Adoption,Spayed Female,True
1487,domestic medium hair,,True,1,Blue,,,,30.0,Adoption,Intact Male,True
1488,domestic longhair,,True,1,Black,,White,,365.0,Return_to_owner,Spayed Female,False
1489,domestic shorthair,,True,1,Blue,Tabby,White,,60.0,Adoption,Neutered Male,True
1490,australian shepherd,,True,0,White,,Brown,,240.0,Return_to_owner,Neutered Male,True
1491,blue lacy,,True,0,Blue,,,,1095.0,Return_to_owner,Spayed Female,True
1492,great dane,staffordshire,False,0,Tan,,White,,365.0,Adoption,Neutered Male,True
1493,chihuahua shorthair,,True,0,Blue,,White,,1460.0,Transfer,Neutered Male,True
1494,border collie,australian cattle dog,False,0,Black,,White,,730.0,Transfer,Neutered Male,True
1495,labrador retriever,,True,0,Black,,,,365.0,Adoption,Spayed Female,True
1496,yorkshire terrier,,True,0,Black,,Tan,,4380.0,Euthanasia,Neutered Male,True
1497,chihuahua shorthair,,True,0,Black,,White,,730.0,Adoption,Spayed Female,True
1498,rottweiler,,True,0,Black,,Tan,,1825.0,Transfer,Spayed Female,True
1499,pit bull,,True,0,Fawn,,,,365.0,Transfer,Neutered Male,True
1500,siamese,,True,1,Lilac,Point,,,210.0,Transfer,Intact Male,False
1501,domestic shorthair,,True,1,Torbie,,,,730.0,Adoption,Spayed Female,False
1502,domestic longhair,,True,1,Orange,Tabby,White,,120.0,Died,Intact Female,True
1503,akita,,True,0,White,,Brown,,1460.0,Return_to_owner,Neutered Male,True
1504,chihuahua shorthair,,True,0,Tan,,,,1825.0,Adoption,Spayed Female,True
1505,domestic longhair,,True,1,Orange,Tabby,,,60.0,Transfer,Intact Male,False
1506,norwich terrier,,True,0,White,,,,300.0,Transfer,Intact Male,False
1507,snowshoe,,True,1,Calico,Point,White,,30.0,Adoption,Spayed Female,True
1508,domestic shorthair,,True,1,Tortie,,,,90.0,Adoption,Spayed Female,True
1509,chihuahua shorthair,,True,0,Tan,,White,,365.0,Adoption,Spayed Female,True
1510,domestic shorthair,,True,1,Brown,Tabby,White,,4380.0,Euthanasia,Intact Male,False
1511,american pit bull terrier,,True,0,Black,,White,,2920.0,Adoption,Neutered Male,True
1512,labrador retriever,,True,0,Black,,Brown,Brindle,1095.0,Return_to_owner,Spayed Female,True
1513,domestic shorthair,,True,1,Blue,Tabby,White,,2.0,Transfer,Intact Male,False
1514,staffordshire,,True,0,White,,Gray,,365.0,Transfer,Intact Female,True
1515,shih tzu,,True,0,Black,,Gray,,3285.0,Return_to_owner,Neutered Male,True
1516,dachshund,,True,0,Black,,Brown,,30.0,Return_to_owner,Neutered Male,True
1517,labrador retriever,boxer,False,0,Black,,,,365.0,Adoption,Neutered Male,True
1518,siamese,,True,1,Flame,Point,,,5110.0,Adoption,Spayed Female,True
1519,domestic shorthair,,True,1,Black,,,,90.0,Transfer,Unknown,False
1520,australian cattle dog,,True,0,Tan,,,,730.0,Adoption,Spayed Female,True
1521,domestic shorthair,,True,1,Orange,Tabby,,,365.0,Transfer,Unknown,False
1522,dachshund,chihuahua shorthair,False,0,Brown,,,,1095.0,Return_to_owner,Neutered Male,True
1523,chihuahua shorthair,,True,0,Tricolor,,,,150.0,Adoption,Spayed Female,True
1524,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Spayed Female,True
1525,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Transfer,Intact Male,True
1526,domestic shorthair,,True,1,White,,Orange,Tabby,90.0,Adoption,Neutered Male,False
1527,labrador retriever,,True,0,Black,,,,365.0,Return_to_owner,Intact Male,True
1528,domestic shorthair,,True,1,Brown,Tabby,,,1095.0,Euthanasia,Intact Male,False
1529,norwich terrier,,True,0,Tan,,,,1825.0,Adoption,Neutered Male,True
1530,labrador retriever,,True,0,Blue,,White,,365.0,Adoption,Neutered Male,True
1531,german shepherd,,True,0,Brown,,Brown,,240.0,Transfer,Spayed Female,True
1532,siamese,,True,1,Lynx,Point,,,60.0,Adoption,Neutered Male,False
1533,domestic shorthair,,True,1,Black,,,,7.0,Transfer,Intact Male,False
1534,labrador retriever,pit bull,False,0,Brown,,White,,60.0,Adoption,Spayed Female,True
1535,american bulldog,,True,0,Tan,,White,,1095.0,Transfer,Neutered Male,True
1536,miniature poodle,,True,0,White,,,,1095.0,Transfer,Intact Male,True
1537,domestic shorthair,,True,1,Black,,White,,21.0,Transfer,Unknown,False
1538,domestic shorthair,,True,1,Blue,,,,1095.0,Adoption,Neutered Male,True
1539,pit bull,,True,0,Blue,,White,,730.0,Euthanasia,Neutered Male,True
1540,domestic shorthair,,True,1,Brown,Tabby,,,4745.0,Euthanasia,Spayed Female,True
1541,chihuahua shorthair,,True,0,Brown,Brindle,White,,30.0,Transfer,Intact Male,False
1542,australian shepherd,,True,0,White,,Cream,,60.0,Adoption,Neutered Male,True
1543,domestic shorthair,,True,1,Blue,Tabby,White,,60.0,Adoption,Spayed Female,True
1544,plott hound,,True,0,Brown,Brindle,,,365.0,Adoption,Neutered Male,True
1545,collie smooth,german shepherd,False,0,Brown,,White,,300.0,Adoption,Neutered Male,True
1546,pit bull,,True,0,White,,,,7.0,Transfer,Intact Female,False
1547,labrador retriever,australian shepherd,False,0,Black,,White,,30.0,Adoption,Spayed Female,True
1548,chihuahua shorthair,,True,0,White,,Tan,,730.0,Return_to_owner,Spayed Female,True
1549,domestic longhair,,True,1,Calico,,,,21.0,Transfer,Intact Female,False
1550,american pit bull terrier,,True,0,Brown,Brindle,White,,730.0,Adoption,Neutered Male,True
1551,pit bull,,True,0,White,,Brown,Brindle,365.0,Transfer,Spayed Female,True
1552,pit bull,,True,0,Fawn,,White,,365.0,Adoption,Spayed Female,True
1553,chihuahua shorthair,,True,0,White,,Brown,,365.0,Adoption,Neutered Male,True
1554,domestic medium hair,,True,1,Black,,,,365.0,Transfer,Spayed Female,True
1555,pit bull,,True,0,White,,Brown,,180.0,Transfer,Intact Male,False
1556,domestic shorthair,,True,1,Blue,Tabby,,,7.0,Transfer,Intact Female,False
1557,domestic shorthair,,True,1,Torbie,,,,120.0,Adoption,Spayed Female,True
1558,domestic shorthair,,True,1,Black,,,,60.0,Euthanasia,Intact Male,False
1559,german shepherd,,True,0,Brown,,Black,,2920.0,Adoption,Spayed Female,True
1560,manchester terrier,jack russell terrier,False,0,Brown,,White,,60.0,Return_to_owner,Neutered Male,True
1561,domestic shorthair,,True,1,Blue,Tabby,,,60.0,Adoption,Spayed Female,False
1562,domestic shorthair,,True,1,Orange,Tabby,,,14.0,Transfer,Intact Male,False
1563,domestic shorthair,,True,1,Black,,White,,5840.0,Euthanasia,Intact Female,True
1564,dachshund,,True,0,Brown,,,,365.0,Adoption,Neutered Male,False
1565,greyhound,,True,0,Brown,Brindle,,,730.0,Adoption,Spayed Female,True
1566,pit bull,boston terrier,False,0,Black,,White,,365.0,Return_to_owner,Neutered Male,True
1567,whippet,,True,0,White,,Tan,,90.0,Euthanasia,Intact Female,False
1568,border collie,labrador retriever,False,0,Brown,,White,,60.0,Adoption,Spayed Female,False
1569,pit bull,,True,0,Brown,,White,,1095.0,Adoption,Neutered Male,True
1570,pit bull,,True,0,Tricolor,,,,730.0,Adoption,Spayed Female,True
1571,domestic shorthair,,True,1,Orange,Tabby,White,,120.0,Adoption,Neutered Male,True
1572,carolina dog,,True,0,Brown,Brindle,White,,365.0,Adoption,Neutered Male,True
1573,domestic shorthair,,True,1,Black,,White,,730.0,Transfer,Spayed Female,True
1574,pit bull,,True,0,Fawn,,White,,180.0,Adoption,Spayed Female,False
1575,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Spayed Female,True
1576,domestic shorthair,,True,1,Black,,,,30.0,Transfer,Intact Male,True
1577,domestic shorthair,,True,1,Orange,Tabby,White,,365.0,Transfer,Neutered Male,False
1578,domestic shorthair,,True,1,White,,Blue,,60.0,Adoption,Neutered Male,True
1579,chihuahua shorthair,,True,0,Black,,Tan,,1095.0,Return_to_owner,Neutered Male,True
1580,labrador retriever,,True,0,Black,,White,,60.0,Adoption,Spayed Female,True
1581,ragdoll,,True,1,Calico,Point,,,730.0,Transfer,Spayed Female,False
1582,domestic shorthair,,True,1,Black,,,,365.0,Adoption,Spayed Female,True
1583,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Neutered Male,True
1584,dachshund,,False,0,Brown,Brindle,White,,365.0,Transfer,Intact Female,True
1585,domestic shorthair,,True,1,Orange,Tabby,,,180.0,Adoption,Neutered Male,True
1586,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Neutered Male,False
1587,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Neutered Male,True
1588,labrador retriever,,True,0,Black,,White,,60.0,Adoption,Spayed Female,True
1589,australian cattle dog,labrador retriever,False,0,Black,,White,,60.0,Adoption,Neutered Male,False
1590,greyhound,,False,0,Black,,White,,1460.0,Transfer,Intact Male,True
1591,domestic medium hair,,True,1,Brown,Tabby,,,30.0,Adoption,Spayed Female,False
1592,siberian husky,,False,0,Cream,,White,,365.0,Transfer,Neutered Male,True
1593,boykin span,,True,0,Liver,,White,,365.0,Adoption,Neutered Male,True
1594,chihuahua shorthair,,True,0,Black,,Brown,,730.0,Adoption,Spayed Female,False
1595,domestic shorthair,,True,1,Black,,,,365.0,Transfer,Intact Male,False
1596,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,True
1597,domestic shorthair,,True,1,Brown,Tabby,,,21.0,Transfer,Intact Female,False
1598,domestic shorthair,,True,1,Orange,Tabby,White,,90.0,Transfer,Intact Male,False
1599,bernese mountain dog,,True,0,Tricolor,,,,2555.0,Return_to_owner,Spayed Female,True
1600,domestic shorthair,,True,1,Cream,Tabby,,,1095.0,Transfer,Intact Male,False
1601,domestic shorthair,,True,1,Blue,,,,730.0,Transfer,Intact Female,True
1602,german shepherd,,True,0,Black,,Brown,,30.0,Adoption,Spayed Female,False
1603,pit bull,,True,0,Black,,White,,1825.0,Transfer,Neutered Male,False
1604,labrador retriever,australian cattle dog,False,0,Black,,,,300.0,Adoption,Neutered Male,True
1605,australian shepherd,,True,0,Brown,Brindle,,,60.0,Transfer,Intact Male,True
1606,domestic shorthair,,True,1,Black,,White,,14.0,Transfer,Intact Male,False
1607,pembroke welsh corgi,,True,0,Yellow,,White,,1825.0,Return_to_owner,Neutered Male,True
1608,labrador retriever,,True,0,Brown,,White,,60.0,Adoption,Spayed Female,True
1609,domestic shorthair,,True,1,Brown,Tabby,White,,150.0,Adoption,Neutered Male,True
1610,domestic shorthair,,True,1,Cream,Tabby,,,365.0,Transfer,Neutered Male,True
1611,great dane,pit bull,False,0,Blue,,,,730.0,Adoption,Neutered Male,True
1612,chihuahua shorthair,boxer,False,0,Brown,,,,60.0,Adoption,Neutered Male,True
1613,chihuahua shorthair,,True,0,Brown,,,,1095.0,Return_to_owner,Neutered Male,True
1614,boxer,,True,0,Brown,Brindle,White,,365.0,Adoption,Spayed Female,True
1615,german shepherd,,True,0,Sable,,,,730.0,Return_to_owner,Spayed Female,True
1616,yorkshire terrier,,True,0,Tan,,Silver,,1460.0,Transfer,Spayed Female,False
1617,labrador retriever,,True,0,Black,,,,60.0,Adoption,Neutered Male,False
1618,chihuahua shorthair,,True,0,White,,Cream,,60.0,Adoption,Neutered Male,True
1619,chihuahua shorthair,miniature pinscher,False,0,Blue,,White,,365.0,Adoption,Neutered Male,True
1620,domestic shorthair,,True,1,Black,,,,14.0,Transfer,Unknown,False
1621,german shepherd,,True,0,White,,,,60.0,Transfer,Intact Female,True
1622,papillon,chihuahua shorthair,False,0,Tan,,White,,2190.0,Adoption,Neutered Male,True
1623,domestic medium hair,,False,1,Tortie,,White,,35.0,Transfer,Intact Female,False
1624,domestic shorthair,,True,1,Blue,,,,240.0,Return_to_owner,Neutered Male,True
1625,domestic shorthair,,True,1,Blue,,White,,30.0,Transfer,Intact Male,True
1626,domestic shorthair,,True,1,Black,,White,,120.0,Transfer,Intact Female,False
1627,domestic shorthair,,True,1,Tortie,,,,210.0,Transfer,Intact Female,False
1628,snowshoe,,True,1,Seal,Point,White,,60.0,Adoption,Spayed Female,True
1629,shih tzu,,True,0,Brown,,,,1095.0,Return_to_owner,Neutered Male,True
1630,domestic longhair,,True,1,Orange,Tabby,White,,730.0,Return_to_owner,Neutered Male,True
1631,domestic shorthair,,True,1,Orange,Tabby,White,,60.0,Adoption,Neutered Male,True
1632,chihuahua shorthair,,True,0,White,,Tan,,60.0,Transfer,Intact Female,False
1633,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Neutered Male,True
1634,domestic medium hair,,True,1,Brown,Tabby,White,,365.0,Transfer,Neutered Male,False
1635,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Transfer,Intact Male,False
1636,dachshund longhair,chihuahua shorthair,False,0,Blue,,Tan,,730.0,Transfer,Neutered Male,True
1637,pit bull,,True,0,Tan,,,,730.0,Return_to_owner,Neutered Male,True
1638,german shepherd,labrador retriever,False,0,White,,,,90.0,Adoption,Neutered Male,True
1639,domestic shorthair,,True,1,Brown,Tabby,,,14.0,Transfer,Intact Female,False
1640,domestic shorthair,,True,1,White,,Black,,30.0,Adoption,Spayed Female,True
1641,domestic shorthair,,True,1,Orange,Tabby,,,90.0,Transfer,Neutered Male,True
1642,rottweiler,,True,0,Black,,Tan,,270.0,Return_to_owner,Intact Male,True
